convo_id,avg_out_degree,n_nodes,avg_how_enjoyable,n_participants,sex_pair,conv_length_min
18984e66-990e-4e54-b3f8-921fdbc351ff,1.0,6,7.0,2,MM,42.81166666666666
18b861c1-a592-40fa-9488-03cf10d8390f,1.125,8,7.5,2,FM,25.33
18df217a-0c9d-4355-97ff-72ada9452e8f,1.1428571428571428,7,8.5,2,FF,29.300166666666666
18e54549-a1e8-402a-a7ad-1a50f0c353f6,1.4444444444444444,9,6.5,2,MM,26.935333333333332
18efe569-a8ea-49fb-8776-aa4da710502c,1.1818181818181819,11,9.0,2,FF,36.783500000000004
19313347-d014-4c87-bc6c-9823d2a64bc5,1.6666666666666667,6,7.0,2,FM,30.305500000000002
19378a93-9f81-49c0-8433-674ea8bfdda6,1.2,10,8.0,2,FF,34.51199999999999
19c78684-fc44-482c-a0d3-d19223b4ba65,1.0,7,8.5,2,MM,32.425333333333334
19ebf7f7-5bbf-4a8c-a94f-1b7d2decddbf,1.0,4,7.5,2,FM,28.358666666666668
19fd3ef7-6ad8-4f2f-a3aa-fd8e2a0b39cc,1.2,5,8.0,2,FM,51.23716666666667
1a19835c-4dd1-4d29-b945-e0b25285a26a,1.1666666666666667,6,7.5,2,FF,27.287666666666667
1a4f9ccc-8bac-4733-802d-b93c2781302d,1.4444444444444444,9,9.0,2,FF,38.11016666666667
1b11ca2c-1939-4ebc-8dfe-d40c7b606da6,1.5,8,7.0,2,FM,30.0055
1b360f15-9b2c-4ef7-a639-211b0cefb9f4,1.4,5,8.0,2,MM,31.0255
1bb8ee77-ac56-41f9-8103-a4314cc334f0,1.0,5,7.0,2,MM,26.692999999999998
1bd0be8a-e85c-4c7e-a965-a87dd64992e7,1.0,9,7.0,2,UNK,28.163833333333333
1c0af8fb-1c26-443b-b732-0f6649116972,1.2222222222222223,9,7.5,2,FF,33.540333333333336
1c0e34d9-5c5c-4e74-9046-216fcd5cbd6d,1.1111111111111112,9,9.0,2,FM,36.88333333333333
1c76c243-3a37-4416-87d3-2e4eac7d2f3e,1.1111111111111112,9,6.5,2,FM,30.9185
1c82d05c-19ce-4d2a-83db-a54021c9196d,1.0,5,7.5,2,FF,30.30683333333333
1d258491-0ed5-41c8-96c3-af875ef4f1c5,1.3333333333333333,9,7.5,2,FF,29.067
1d28deaa-e598-4cc5-9494-77c5cc82a155,1.3333333333333333,9,4.5,2,FM,26.772
1d8d3279-e796-4d53-ba7f-3e633e7f8452,1.4,10,7.5,2,FM,35.60883333333334
1d932c05-9340-4f74-90a5-1820ae5c1646,1.0,4,9.0,2,UNK,29.940166666666663
1db0a83b-76d3-48f4-b0cd-13d559c67e61,1.0,9,6.5,2,FM,27.872
1dd0b2ad-3bd9-4159-9d3e-e617850002d8,1.1666666666666667,6,9.0,2,FF,29.175333333333334
1de1781f-ae79-4467-9724-f0808b7f55d7,1.0,8,7.5,2,MM,30.47533333333333
1e113df7-07f6-4d1a-b5ed-c401e230f4cb,1.25,12,8.0,2,MM,45.1395
1e14a9f0-d173-4ba5-b9a4-7e0da15d704d,1.2857142857142858,7,8.0,2,MM,27.416833333333333
1e19df3e-4637-4eeb-8719-715b1f80b36a,1.125,8,4.5,2,FM,29.6305
1e339eff-9480-432d-99ec-700d4329026f,1.1,10,7.5,2,MM,30.5485
1e35a2d3-ce3f-4b01-bd3d-b466ebc0a951,1.1428571428571428,7,5.0,2,FM,29.658833333333334
1e3c22d6-422c-4921-8892-e31e09f9a2f6,1.1428571428571428,7,9.0,2,UNK,33.31216666666666
1e606ba1-3721-4da1-b721-d2530c1546bd,1.7272727272727273,11,8.5,2,FM,83.36133333333333
1e8868f5-b771-402a-b5b2-ba76b9272f2e,1.4,5,6.0,2,MM,25.738666666666667
1eb0a263-5575-4bfe-a61b-c2c31e324834,1.4615384615384615,13,8.0,2,MM,42.404833333333336
1ec76fe8-2893-4a25-878c-d37b8e949dc7,1.5714285714285714,7,7.0,2,FM,30.388666666666666
1ef4512c-1ae0-4edc-bf53-7b966c2c5a5c,1.5,8,7.0,2,FM,30.533666666666665
1f27e83c-e6e2-45de-9200-fbbf0541b2c1,1.6428571428571428,14,9.0,2,FF,70.00600000000001
1f3847bc-5d44-41b5-bd4a-72f200e5f078,1.25,8,5.5,2,FM,31.958833333333335
1f44e120-3ee1-46dc-9288-0f1b1d03cdbf,1.3,10,8.0,2,FM,31.833666666666666
1f7e582c-c6bc-46b6-b5a4-e5d78e8a46ac,1.25,8,7.0,2,FF,37.22033333333333
1f8de023-817f-4a7b-aefd-bcb1184a1d9a,1.2,10,6.5,2,FM,27.331833333333336
1fdf2fcf-746c-446e-a3fa-d70fbbf3e2c6,1.25,12,8.5,2,FM,31.582
1fe173fa-edad-4bbc-bac9-4730d7b4d8c2,1.0,5,8.0,2,FM,36.832
2000c98c-93c2-450e-bc2b-bf7b0ab92ceb,1.375,8,8.5,2,FF,31.661166666666663
202d99fa-91ea-4893-a15f-365039e198b6,1.6,5,9.0,2,FM,31.8335
202efa06-7621-4347-b945-d46e21fa3150,1.0,5,7.5,2,MM,29.4035
208392ba-e44a-4d2b-be77-1927ad69bc5e,1.0,9,8.0,2,MM,50.50933333333333
208d0dd5-458e-4530-9a8f-ddd6b05bffca,1.0,8,7.0,2,FF,34.92183333333333
209e1eea-1c64-41bb-8707-47c4d77e7e92,1.5714285714285714,7,9.0,2,FM,68.12583333333333
20bc98a3-efaa-4657-8448-f731bdec47cb,1.4285714285714286,7,9.0,2,UNK,33.071666666666665
20c21d82-037a-4faf-a439-e8be15daf201,1.0,9,8.0,2,FM,34.40033333333334
20c24d28-cf75-43fc-890f-2dc6e33279d9,1.1818181818181819,11,9.0,2,FM,51.47566666666667
20f92d63-d3aa-44bc-a593-2d50a720d30d,1.0909090909090908,11,7.0,2,FM,29.940166666666666
2174f1c1-9ab7-454b-ba48-a1ff70784398,1.625,8,7.5,2,MM,26.087
218f2c21-b626-44e1-a0d7-ef9d3646a0a8,0.8571428571428571,7,7.5,2,FM,28.324166666666667
219f3a85-89a1-4611-8d80-61f63910ec13,1.7777777777777777,9,8.5,2,FM,49.78099999999999
21b8dec1-fa9c-4603-993b-86e2130529ec,1.2857142857142858,7,7.0,2,FM,25.618833333333335
22083989-6244-440b-af5b-93a3a10f6e04,1.5,8,8.5,2,FM,34.338499999999996
22579311-0848-472a-a1b7-9b663fbb4aab,1.1428571428571428,7,7.0,2,UNK,29.013833333333334
2267d6bb-4542-4dff-872a-5593771a2d24,1.4444444444444444,9,8.5,2,FM,70.516
22938143-89e2-445c-b3cc-d3503abeda83,1.2,5,4.0,2,FM,34.01533333333334
22a2c682-eb92-4e85-b570-7418de44ad58,1.6666666666666667,9,9.0,2,MM,30.057666666666663
230a227f-e1e3-46ef-8817-37912ba9f87a,1.8,10,7.0,2,FM,28.816333333333333
231d78a6-e5bc-47da-bad1-67988b9c7dad,1.7272727272727273,11,9.0,2,FF,29.513666666666666
235004a8-6643-4be4-b09d-e19a6a2662f6,1.3,10,6.5,2,FM,34.756166666666665
235f7b67-2ee7-4195-add8-21b41ad61f74,1.1111111111111112,9,7.5,2,FM,26.778666666666666
236e11f2-3508-4863-85ca-34048de3ce3c,1.125,8,8.0,2,FF,26.733666666666668
238cbb3c-2f67-4bea-8a33-f090596a0ec9,0.8888888888888888,9,6.5,2,FM,39.88166666666667
23a1437e-4761-42c9-8bbd-48cdf86c09ff,1.375,8,6.5,2,FF,26.218833333333333
23d4ec0e-9357-400e-ba97-386dcd264a9d,1.1666666666666667,6,7.5,2,FM,26.703500000000002
24292f26-1133-4475-ac34-37230db54f33,1.125,8,8.5,2,FM,26.438666666666666
243349a8-ddca-43f5-bfa7-3ece849fc8e5,1.3333333333333333,9,6.5,2,FM,30.663833333333333
24562220-f4ce-4d8a-8862-e2d33769083e,1.3333333333333333,9,7.0,2,FM,26.10533333333333
247fa9d7-7636-4faf-8620-b0e16c305909,1.5,6,8.0,2,FM,31.215333333333334
248e9787-661a-4b8a-90e9-6dab547ca69d,1.4,5,6.5,2,FF,29.006833333333336
249a5491-5c41-42d4-bcb0-5f72dfd8baa2,1.0,8,6.5,2,FM,29.213666666666665
24a54a01-bc09-4316-b630-6e5fdb23c490,1.125,8,8.5,2,FM,38.092
24be1878-43b6-4f03-b6c1-8ddf08dcc5c1,1.3333333333333333,9,8.5,2,MM,48.341
251d923a-e4f6-4a68-9169-2f3d1f7311a7,1.4285714285714286,7,5.0,2,MM,28.382166666666667
25262e9d-0157-4bc2-a7aa-ce0f1509e075,1.6666666666666667,6,8.0,2,MM,32.290333333333336
25273115-7813-4bfa-bd50-1e4ce0cadfe3,1.0,9,7.0,2,FF,33.42366666666666
25b3edec-ae20-480c-b1d4-7a6da0b36156,1.4,5,6.0,2,MM,26.455333333333332
25de27d1-adc5-44fe-85ce-fc53e15e1b02,1.3333333333333333,6,7.0,2,FM,34.91233333333333
2608d293-6af3-4f26-959c-e0f6a2597a37,1.3636363636363635,11,8.5,2,FM,27.065333333333335
2609820a-8b4f-4827-b94b-df5244dbb4d8,1.2,10,4.5,2,UNK,28.122
262878c2-d717-48ac-a35a-73e91bc685a6,1.25,12,8.0,2,FM,28.197000000000003
263fc615-bee8-48a5-8a1f-28bff46ec228,1.5714285714285714,7,7.5,2,FM,41.17833333333333
2640fc6c-7c92-4ab2-be2b-8f3a2f0bda40,1.1428571428571428,7,9.0,2,FF,25.826999999999998
265c2640-040f-4f32-9ac6-2fb564d28133,1.1111111111111112,9,7.0,2,FM,26.305166666666665
265c90a1-79ba-4956-888d-7f27ecb76424,1.1,10,7.5,2,UNK,26.826999999999998
2673c393-67e0-4880-b56f-d6b2696f1631,1.0,7,7.0,2,FM,25.037
2699024b-93f4-48b8-ac08-3012274a47fa,1.3333333333333333,9,9.0,2,FF,34.96966666666667
269bc7df-9b19-4879-88c7-4474dbd62f67,1.4285714285714286,7,8.5,2,FF,29.88383333333333
26dcc0cf-44f8-45a1-a48f-2add3083502f,1.0909090909090908,11,6.5,2,FM,29.406999999999996
274f653a-066f-42ee-8ea6-ac84d739cfe1,1.3333333333333333,6,8.5,2,FM,36.357
278c95fb-185b-4fcd-979a-99c8b55dca30,0.8571428571428571,7,8.0,2,FM,30.468833333333333
279b4ae4-c404-4365-b9ed-976bb688c803,1.1,10,7.5,2,FM,29.555333333333333
289be61b-6e42-4677-874e-6e858d52b8c3,1.0,5,7.0,2,FM,25.3355
28ece3f2-877f-4f20-9488-0dea13ea9f17,1.625,8,7.0,2,FM,26.960833333333333
293c053e-47a3-4ab5-84ab-c167527233ce,1.1111111111111112,9,5.5,2,FM,26.1115
29550aa0-a640-4c7f-8664-546921f2a387,1.5,8,7.5,2,FF,27.270166666666665
29b7edd5-d78d-4edb-bcce-4f6c9a166455,1.1428571428571428,7,6.0,2,FM,27.528833333333335
29f8f496-079b-4a71-84ff-7100bbc28824,1.0,6,8.0,2,UNK,28.537
2a2cab49-1155-4379-b926-0e1b9e838687,1.25,8,8.5,2,FF,27.99716666666667
2a35b21b-8134-45fc-8194-0ca3cd292220,1.4,10,8.5,2,MM,35.32183333333333
2a4b8fbc-ece6-4a80-837f-8d2b08b2c4ce,1.1111111111111112,9,9.0,2,FF,41.718333333333334
2a4d7a05-b514-4927-a797-3644b4046f43,1.2222222222222223,9,8.0,2,UNK,27.875333333333334
2a863b95-3e08-4f7a-8b13-4fd804164e93,1.2727272727272727,11,7.0,2,MM,60.915166666666664
2aaf75c0-e7ad-4261-a377-0e1e954bd8fe,1.3076923076923077,13,9.0,2,FM,33.77033333333333
2aef4398-4c93-440c-86a2-561efc102293,1.8,5,8.0,2,FM,36.81683333333333
2af937fb-4da0-43db-91da-ca3fd9ebedef,1.25,8,7.0,2,FM,25.068499999999997
2b10d00a-1350-4a61-80ac-4ae203c87343,1.3,10,8.0,2,FM,33.946999999999996
2b209eb6-0d48-4ebb-9290-5a027ffa3c72,1.2727272727272727,11,9.0,2,FF,31.0255
2b52341f-05ff-4341-905a-c264b228e625,1.25,4,4.0,2,FF,31.075166666666668
2b5a65a2-f865-4de5-875a-4515376a8a1f,1.4,10,7.5,2,FM,47.08433333333334
2b5ecfe7-75e9-4744-b6bd-805b525fa5ee,1.4166666666666667,12,8.5,2,FM,37.34850000000001
2b74fe16-8ecd-476b-a432-b0b11dbe98fd,1.5833333333333333,12,7.0,2,FM,29.430333333333337
2b7760a2-c248-4ace-8313-919719349404,1.375,8,7.5,2,MM,26.2455
2b880958-0e7f-4e9d-9017-1b022a7bc4b3,1.7647058823529411,17,8.0,2,FM,79.10183333333333
2bc13e09-30ac-4bd6-941c-24036501b329,1.25,4,8.5,2,FF,33.43533333333333
2bf9891d-43a6-4f5e-b22b-4ae0bb504f22,1.2222222222222223,9,5.5,2,FM,29.357166666666668
2c6def47-4ba6-49ce-9bc2-97f513e7c592,1.3333333333333333,6,8.5,2,MM,29.947499999999994
2c770f9c-e6e6-4ccc-8215-6cbfdcb9af46,1.3333333333333333,9,6.5,2,FM,27.242166666666666
2c81c2ee-4b36-4de3-9463-c1fb6dd33899,1.0833333333333333,12,8.5,2,FF,32.1405
2c8254a6-469a-4d7f-881f-b98fbc98c634,1.5833333333333333,12,8.0,2,FF,36.88866666666666
